id,villeLowerCase,zipCode
1239,vendat,3110
1240,louchy montfand,3500
1241,desertines,3630
1242,montaiguet en forez,3130
1243,saint yorre,3270
1244,garnat sur engievre,3230
1245,arronnes,3250
1246,chezelle,3140
1247,chatelus,3120
1248,la chapelle aux chasses,3230
1249,saint palais,3370
1250,fleuriel,3140
1251,lavault sainte anne,3310
1252,bayet,3500
1253,servilly,3120
1254,chatillon,3210
1255,huriel,3380
1256,deux chaises,3240
1257,saint priest en murat,3390
1258,villebret,3310
1259,neuilly en donjon,3130
1260,saint fargeol,3420
1261,isle et bardais,3360
1262,domerat,3410
1263,taxat senat,3140
1264,saint menoux,3210
1265,archignat,3380
1266,saligny sur roudon,3470
1267,montord,3500
1268,souvigny,3210
1269,louroux hodement,3190
1270,hyds,3600
1271,buxieres les mines,3440
1272,beaulon,3230
1273,valignat,3330
1274,doyet,3170
1275,vallon en sully,3190
1276,meaulne,3360
1277,bourbon l archambault,3160
1278,neris les bains,3310
1279,lavoine,3250
1280,liernolles,3130
1281,meillers,3210
1282,arfeuilles,3120
1283,bouce,3150
1284,teillet argenty,3410
1285,yzeure,3400
1286,gannat,3800
1287,loddes,3130
1288,chouvigny,3450
1289,la ferte hauterive,3340
1290,espinasse vozelle,3110
1291,neuvy,3000
1292,chappes,3390
1293,theneuille,3350
1294,saint ennemond,3400
1295,montlucon,3100
1296,vitray,3360
1297,cressanges,3240
1298,autry issards,3210
1299,viplaix,3370
1300,chazemais,3370
1301,saint leger sur vouzance,3130
1302,besson,3210
1303,mesples,3370
1304,ferrieres sur sichon,3250
1305,le montet,3240
1306,treteau,3220
1307,saint bonnet troncais,3360
1308,ainay le chateau,3360
1309,braize,3360
1310,vaumas,3220
1311,valigny,3360
1312,saint remy en rollat,3110
1313,montilly,3000
1314,arpheuilles saint priest,3420
1315,saint bonnet de four,3390
1316,chamblet,3170
1317,colombier,3600
1318,paray le fresil,3230
1319,saint germain de salles,3140
1320,le brethon,3350
1321,le mayet de montagne,3250
1322,beaune d allier,3390
1323,thionne,3220
1324,gouise,3340
1325,bressolles,3000
1326,montoldre,3150
1327,saint loup,3150
1328,fourilles,3140
1329,le bouchaud,3130
1330,gipcy,3210
1331,saint victor,3410
1332,neuilly le real,3340
1333,saint christophe,3120
1334,mercy,3340
1335,le mayet d ecole,3800
1336,chamberat,3370
1337,monetay sur allier,3500
1338,malicorne,3600
1339,verneuil en bourbonnais,3500
1340,cindre,3220
1341,bellerive sur allier,3700
1342,perigny,3120
1343,barrais bussolles,3120
1344,saint prix,3120
1345,blomard,3390
1346,luneau,3130
1347,saint martin des lais,3230
1348,courcais,3370
1349,saulzet,3800
1350,ussel d allier,3140
1351,saint pierre laval,42620
1352,marcillat en combraille,3420
1353,saint didier la foret,3110
1354,mazerier,3800
1355,durdat larequille,3310
1356,monteignet sur l andelot,3800
1357,saint priest d andelot,3800
1358,gennetines,3400
1359,busset,3270
1360,givarlais,3190
1361,echassieres,3330
1362,chatelperron,3220
1363,charmes,3800
1364,villefranche d allier,3430
1365,brugheas,3700
1366,saint martinien,3380
1367,le breuil,3120
1368,saint pourcain sur sioule,3500
1369,sazeret,3390
1370,vichy,3200
1371,vernusse,3390
1372,jaligny sur besbre,3220
1373,droiturier,3120
1374,le vernet,3200
1375,herisson,3190
1376,deneuille les chantelle,3140
1377,coulandon,3000
1378,molles,3300
1379,saint gerand de vaux,3340
1380,avrilly,3130
1381,varennes sur teche,3220
1382,le veurdre,3320
1383,nassigny,3190
1384,urcay,3360
1385,deneuille les mines,3170
1386,bellenaves,3330
1387,hauterive,3270
1388,treignat,3380
1389,noyant d allier,3210
1390,bagneux,3460
1391,saint voir,3220
1392,bransat,3500
1393,le theil,3240
1394,le donjon,3130
1395,montbeugny,3340
1396,louroux de beaune,3600
1397,sanssat,3150
1398,commentry,3600
1399,cognat lyonne,3110
1400,seuillet,3260
1401,poezat,3800
1402,estivareilles,3190
1403,la chapelle,3300
1404,isserpent,3120
1405,saint desire,3370
1406,montcombroux les mines,3130
1407,vieure,3430
1408,saint aubin le monial,3160
1409,monetay sur loire,3470
1410,bert,3130
1411,saint felix,3260
1412,saint angel,3170
1413,serbannes,3110
1414,barberier,3140
1415,treban,3240
1416,lafeline,3500
1417,biozat,3800
1418,quinssaines,3380
1419,ygrande,3160
1420,escurolles,3110
1421,venas,3190
1422,vaux,3190
1423,rongeres,3150
1424,montmarault,3390
1425,premilhat,3410
1426,chapeau,3340
1427,lamaids,3380
1428,laprugne,3250
1429,saint bonnet de rochefort,3800
1430,letelon,3360
1431,nizerolles,3250
1432,villeneuve sur allier,3460
1433,verneix,3190
1434,saint eloy d allier,3370
1435,gannay sur loire,3230
1436,audes,3190
1437,nades,3450
1438,molinet,3510
1439,saint didier en donjon,3130
1440,chatel de neuvre,3500
1441,saint leon,3220
1442,lurcy levis,3320
1443,meillard,3500
1444,chavroches,3220
1445,murat,3390
1446,chateau sur allier,3320
1447,bezenet,3170
1448,ronnet,3420
1449,target,3140
1450,chareil cintrat,3140
1451,mazirat,3420
1452,pouzy mesangy,3320
1453,saint leopardin d augy,3160
1454,saint hilaire,3440
1455,maillet,3190
1456,lenax,3130
1457,la petite marche,3420
1458,sainte therence,3420
1459,coutansouze,3330
1460,agonges,3210
1461,vicq,3450
1462,bost,3300
1463,abrest,3200
1464,billy,3260
1465,saint clement,3250
1466,saint etienne de vicq,3300
1467,saint plaisir,3160
1468,chemilly,3210
1469,reugny,3190
1470,magnet,3260
1471,lapalisse,3120
1472,saint sauvier,3370
1473,billezois,3120
1474,cosne d allier,3430
1475,chirat l eglise,3330
1476,avermes,3000
1477,voussac,3140
1478,saint pourcain sur besbre,3290
1479,diou,3290
1480,brout vernet,3110
1481,la chapelaude,3380
1482,langy,3150
1483,saint germain des fosses,3260
1484,charroux,3140
1485,sussat,3450
1486,veauce,3450
1487,naves,3330
1488,aubigny,3460
1489,lalizolle,3450
1490,saulcet,3500
1491,chatel montagne,3250
1492,bizeneuille,3170
1493,terjat,3420
1494,aurouer,3460
1495,couzon,3160
1496,cusset,3300
1497,monestier,3140
1498,saint gerand le puy,3150
1499,saint marcel en marcillat,3420
1500,trevol,3460
1501,le vilhain,3350
1502,lusigny,3230
1503,saint marcel en murat,3390
1504,crechy,3150
1505,chavenon,3440
1506,marigny,3210
1507,trezelles,3220
1508,la celle,3600
1509,saint pont,3110
1510,coulanges,3470
1511,saint sornin,3240
1512,creuzier le vieux,3300
1513,montaigu le blin,3150
1514,couleuvre,3320
1515,moulins,3000
1516,ebreuil,3450
1517,le pin,3130
1518,begues,3800
1519,la chabanne,3250
1520,saint nicolas des biefs,3250
1521,chantelle,3140
1522,chassenard,3510
1523,bessay sur allier,3340
1524,louroux bourbonnais,3350
1525,loriges,3500
1526,toulon sur allier,3400
1527,mariol,3270
1528,chezy,3230
1529,thiel sur acolin,3230
1530,tronget,3240
1531,jenzat,3800
1532,rocles,3240
1533,bresnay,3210
1534,la guillermie,3250
1535,sauvagny,3430
1536,cerilly,3350
1537,sorbier,3220
1538,contigny,3500
1539,cesset,3500
1540,paray sous briailles,3500
1541,montvicq,3170
1542,saint caprais,3190
1543,varennes sur allier,3150
1544,creuzier le neuf,3300
1545,franchesse,3160
1546,dompierre sur besbre,3290
1547,etroussat,3140
1548,charmeil,3110
1549,chevagnes,3230
1550,pierrefitte sur loire,3470
1551,saint genest,3310
1552,tortezais,3430
1553,louroux de bouble,3330
1554,lignerolles,3410
1555,marcenat,3260
1556,la robine sur galabre,4000
1557,turriers,4250
1558,theze,4200
1559,rougon,4120
1560,blieux,4330
1561,valbelle,4200
1562,saint jeannet,4270
1563,quinson,4500
1564,les mees,4190
1565,la mure argens,4170
1566,curel,4200
1567,villeneuve,4180
1568,montfort,4600
1569,la rochette,6260
1570,vaumeilh,4200
1571,entrages,4000
1572,seyne,4140
1573,marcoux,4420
1574,colmars,4370
1575,chateauneuf miravail,4200
1576,forcalquier,4300
1577,vacheres,4110
1578,saint julien d asse,4270
1579,mirabeau,4510
1580,entrevaux,4320
1581,dauphin,4300
1582,saint pierre,6260
1583,puimichel,4700
1584,sausses,4320
1585,braux,4240
1586,faucon du caire,4250
1587,saint maime,4300
1588,saint geniez,4200
1589,le castellet,4700
1590,enchastrayes,4400
1591,aiglun,4510
1592,claret,5110
1593,saint martin les eaux,4870
1594,le chaffaut saint jurson,4510
1595,revest du bion,4150
1596,la rochegiron,4150
1597,clumanc,4330
1598,demandolx,4120
1599,les thuiles,4400
1600,saint etienne les orgues,4230
1601,ongles,4230
1602,montagnac montpezat,4500
1603,la palud sur verdon,4120
1604,saint vincent les forts,4340
1605,la brillanne,4700
1606,pierrerue,4300
1607,tartonne,4330
1608,val de chalvagne,4320
1609,entrepierres,4200
1610,aubenas les alpes,4110
1611,meyronnes,4540
1612,thorame basse,4170
1613,montsalier,4150
1614,saint laurent du verdon,4500
1615,allemagne en provence,4550
1616,montfuron,4110
1617,saint michel l observatoire,4870
1618,soleilhas,4120
1619,larche,4540
1620,pierrevert,4860
1621,sainte croix du verdon,4500
1622,volx,4130
1623,saint paul sur ubaye,4530
1624,sigoyer,4200
1625,le castellard melan,4380
1626,bevons,4200
1627,aubignosc,4200
1628,clamensane,4250
1629,l escale,4160
1630,chateau arnoux saint auban,4160
1631,archail,4420
1632,saint jacques,4330
1633,chateaufort,4250
1634,l hospitalet,4150
1635,villemus,4110
1636,niozelles,4300
1637,le vernet,4140
1638,mallemoisson,4510
1639,oppedette,4110
1640,le lauzet ubaye,4340
1641,barreme,4330
1642,valavoire,4250
1643,cruis,4230
1644,jausiers,4850
1645,mane,4300
1646,esparron de verdon,4550
1647,simiane la rotonde,4150
1648,montclar,4140
1649,estoublon,4270
1650,la garde,4120
1651,puimoisson,4410
1652,bellaffaire,4250
1653,la motte du caire,4250
1654,montjustin,4110
1655,riez,4500
1656,bras d asse,4270
1657,sainte tulle,4220
1658,redortiers,4150
1659,allos,4260
1660,moriez,4170
1661,moustiers sainte marie,4360
1662,saumane,4150
1663,mison,4200
1664,peyruis,4310
1665,verdaches,4140
1666,ubraye,4240
1667,la breole,4340
1668,thoard,4380
1669,saint benoit,4240
1670,beynes,4270
1671,valernes,4200
1672,malijai,4350
1673,lurs,4700
1674,auzet,4140
1675,chateauneuf val saint donat,4200
1676,mallefougasse auges,4230
1677,saint lions,4330
1678,angles,4170
1679,nibles,4250
1680,revest saint martin,4230
1681,reillanne,4110
1682,allons,4170
1683,castellane,4120
1684,ganagobie,4310
1685,volonne,4290
1686,montlaux,4230
1687,oraison,4700
1688,saint andre les alpes,4170
1689,vergons,4170
1690,sigonce,4300
1691,chaudon norante,4330
1692,barles,4140
1693,gigors,4250
1694,pontis,5160
1695,limans,4300
1696,meolans revel,4340
1697,lardiers,4230
1698,authon,4200
1699,prads haute bleone,4420
1700,mezel,4270
1701,uvernet fours,4400
1702,barcelonnette,4400
1703,faucon de barcelonnette,4400
1704,valensole,4210
1705,salignac,4290
1706,corbieres,4220
1707,le brusquet,4420
1708,le caire,4250
1709,sisteron,4200
1710,la javie,4420
1711,noyers sur jabron,4200
1712,lambruisse,4170
1713,la condamine chatelard,4530
1714,saint jurs,4410
1715,banon,4150
1716,venterol,5130
1717,castellet les sausses,4320
1718,manosque,4100
1719,beaujeu,4420
1720,beauvezer,4370
1721,le fugeret,4240
1722,selonnet,4460
1723,senez,4330
1724,chateauredon,4270
1725,saint martin de bromes,4800
1726,roumoules,4500
1727,piegut,5130
1728,brunet,4210
1729,melve,4250
1730,saint julien du verdon,4170
1731,draix,4420
1732,fontienne,4230
1733,hautes duyes,4380
1734,saint vincent sur jabron,4200
1735,champtercier,4660
1736,cereste,4280
1737,meailles,4240
1738,entrevennes,4700
1739,digne les bains,4000
1740,peipin,4200
1741,thorame haute,4170
1742,peyroules,4120
1743,revest des brousses,4150
1744,greoux les bains,4800
1745,saint martin les seyne,4140
1746,bayons,4250
1747,sainte croix a lauze,4110
1748,barras,4380
1749,saint pons,4400
1750,curbans,5110
1751,villars colmars,4640
1752,les omergues,4200
1753,annot,4240
1754,majastres,4270
1755,sourribes,4290
1756,salerans,5300
1757,risoul,5600
1758,veynes,5400
1759,monetier allemont,5110
1760,remollon,5190
1761,saint apollinaire,5160
1762,montmaur,5400
1763,rabou,5400
1764,la roche des arnauds,5400
1765,barcillonnette,5110
1766,la batie neuve,5230
1767,montgenevre,5100
1768,manteyer,5400
1769,cervieres,5100
1770,la saulce,5110
1771,vallouise,5290
1772,puy saint andre,5100
1773,saint etienne en devoluy,5250
1774,la rochette,5000
1775,montgardin,5230
1776,saint chaffrey,5330
1777,saint julien en beauchene,5140
1778,saint firmin,5800
1779,chabestan,5400
1780,val des pres,5100
1781,sorbiers,5150
1782,champoleon,5260
1783,espinasses,5190
1784,saint crepin,5600
1785,saint laurent du cros,5500
1786,poligny,5500
1787,mereuil,5700
1788,chabottes,5260
1789,montmorin,5150
1790,etoile saint cyrice,5700
1791,ristolas,5460
1792,arvieux,5350
1793,prunieres,5230
1794,la chapelle en valgaudemar,5800
1795,neffes,5000
1796,orcieres,5170
1797,pelvoux,5340
1798,benevent et charbillac,5500
1799,saint veran,5350
1800,lagrand,5300
1801,saint bonnet en champsaur,5500
1802,embrun,5200
1803,eygliers,5600
1804,champcella,5310
1805,puy saint eusebe,5200
1806,chateauroux les alpes,5380
1807,crots,5200
1808,forest saint julien,5260
1809,savournon,5700
1810,les vigneaux,5120
1811,les infournas,5500
1812,oze,5400
1813,jarjayes,5130
1814,reotier,5600
1815,montrond,5700
1816,la haute beaume,5140
1817,saint eusebe en champsaur,5500
1818,avancon,5230
1819,gap,5000
1820,savines le lac,5160
1821,lettret,5130
1822,aspres sur buech,5140
1823,ceillac,5600
1824,villar loubiere,5800
1825,guillestre,5600
1826,le monetier les bains,5220
1827,les costes,5500
1828,ribeyret,5150
1829,saint jacques en valgodemard,5800
1830,sigottier,5700
1831,bruis,5150
1832,saint andre de rosans,5150
1833,saint leger les melezes,5260
1834,rambaud,5000
1835,puy saint vincent,5290
1836,saint pierre avez,5300
1837,saint sauveur,5200
1838,la roche de rame,5310
1839,agnieres en devoluy,5250
1840,la grave,5320
1841,chateau ville vieille,5470
1842,upaix,5300
1843,aspres les corps,5800
1844,nevache,5100
1845,eyguians,5300
1846,la salle les alpes,5240
1847,antonaves,5300
1848,molines en queyras,5350
1849,montbrand,5140
1850,l argentiere la bessee,5120
1851,la beaume,5140
1852,le saix,5400
1853,le glaizil,5800
1854,la motte en champsaur,5500
1855,chateauneuf de chabre,5300
1856,theus,5190
1857,saint martin de queyrieres,5120
1858,la cluse,5250
1859,breziers,5190
1860,saint clement sur durance,5600
1861,barret sur meouge,5300
1862,la freissinouse,5000
1863,le poet,5300
1864,sainte marie,5150
1865,vitrolles,5110
1866,sainte colombe,5700
1867,trescleoux,5700
1868,saint julien en champsaur,5500
1869,lazer,5300
1870,baratier,5200
1871,laragne monteglin,5300
1872,la fare en champsaur,5500
1873,sigoyer,5130
1874,chateauneuf d oze,5400
1875,serres,5700
1876,puy saint pierre,5100
1877,moydans,5150
1878,fouillouse,5130
1879,montjay,5150
1880,furmeyer,5400
1881,le bersac,5700
1882,montclus,5700
1883,les orres,5200
1884,chauffayer,5800
1885,saint auban d oze,5400
1886,saint etienne le laus,5130
1887,orpierre,5700
1888,aspremont,5140
1889,saint jean saint nicolas,5260
1890,freissinieres,5310
1891,chateauvieux,5000
1892,saint genis,5300
1893,la piarre,5700
1894,esparron,5110
1895,l epine,5700
1896,saint maurice en valgodemard,5800
1897,lardier et valenca,5110
1898,aiguilles,5470
1899,saint andre d embrun,5200
1900,saleon,5300
1901,pelleautier,5000
1902,saint michel de chaillol,5260
1903,saint pierre d argencon,5140
1904,chorges,5230
1905,abries,5460
1906,nossage et benevent,5700
1907,le sauze du lac,5160
1908,ventavon,5300
1909,rousset,5190
1910,eourres,26560
1911,villar saint pancrace,5100
1912,la faurie,5140
1913,la batie montsaleon,5700
1914,la batie vieille,5000
1915,le noyer,5500
1916,rosans,5150
1917,valserres,5130
1918,rochebrune,5190
1919,tallard,5130
1920,saint disdier,5250
1921,ribiers,5300
1922,chanousse,5700
1923,buissard,5500
1924,villar d arene,5480
1925,ancelle,5260
1926,briancon,5100
1927,laye,5500
1928,mont dauphin,5600
1929,puy sanieres,5200
1930,reallon,5160
1931,crevoux,5200
1932,vars,5560
1933,la roquette sur var,6670
1934,bairols,6420
1935,aspremont,6790
1936,colomars,6670
1937,castagniers,6670
1938,la gaude,6610
1939,vence,6140
1940,gattieres,6510
1941,grasse,06130-06520
1942,speracedes,6530
1943,courmes,6620
1944,les mujouls,6910
1945,levens,6670
1946,touet sur var,6710
1947,saint leger,6260
1948,les ferres,6510
1949,tourette du chateau,6830
1950,tourrettes sur loup,6140
1951,coaraze,6390
1952,saint martin du var,6670
1953,peymeinade,6530
1954,beausoleil,6240
1955,duranus,6670
1956,auvare,6260
1957,amirat,6910
1958,peone,6470
1959,roquefort les pins,6330
1960,saint dalmas le selvage,6660
1961,utelle,6450
1962,blausasc,6440
1963,biot,6410
1964,villefranche sur mer,6230
1965,la tour,6710
1966,tourrette levens,6690
1967,la bollene vesubie,6450
1968,valbonne,6560
1969,puget theniers,6260
1970,saint martin d entraunes,6470
1971,sauze,6470
1972,vallauris,6220
1973,puget rostang,6260
1974,entraunes,6470
1975,saint sauveur sur tinee,6420
1976,saint paul de vence,6570
1977,fontan,6540
1978,sospel,6380
1979,la brigue,6430
1980,drap,6340
1981,moulinet,6380
1982,roquesteron grasse,6910
1983,saint antonin,6260
1984,auribeau sur siagne,6810
1985,revest les roches,6830
1986,la turbie,6320
1987,brianconnet,6850
1988,contes,6390
1989,castillon,6500
1990,touet de l escarene,6440
1991,valderoure,6750
1992,escragnolles,6460
1993,pierrefeu,6910
1994,mouans sartoux,6370
1995,andon,6750
1996,belvedere,6450
1997,saint andre de la roche,6730
1998,malaussene,6710
1999,beuil,6470
2000,antibes,06600-06160
2001,eze,6360
2002,rigaud,6260
2003,cannes,06400-06150
2004,villeneuve loubet,6270
2005,saint jeannet,6640
2006,le bar sur loup,6620
2007,opio,6650
2008,pegomas,6580
2009,isola,6420
2010,la penne,6260
2011,chateauneuf d entraunes,6470
2012,saint vallier de thiey,6460
2013,tournefort,6710
2014,mougins,6250
2015,saorge,6540
2016,chateauneuf villevieille,6390
2017,rimplas,6420
2018,le cannet,6110
2019,sallagriffon,6910
2020,lieuche,6260
2021,coursegoules,6140
2022,collongues,6910
2023,peille,6440
2024,carros,6510
2025,gilette,6830
2026,thiery,6710
2027,la trinite,6340
2028,le rouret,6650
2029,clans,6420
2030,cabris,6530
2031,cagnes sur mer,6800
2032,greolieres,6620
2033,la croix sur roudoule,6260
2034,le tignet,6530
2035,bonson,6830
2036,roubion,6420
2037,bendejun,6390
2038,roquebilliere,6450
2039,bezaudun les alpes,6510
2040,gars,6850
2041,theoule sur mer,6590
2042,menton,6500
2043,saint auban,6850
2044,saint laurent du var,6700
2045,peillon,6440
2046,gorbio,6500
2047,la roquette sur siagne,6550
2048,cantaron,6340
2049,le mas,6910
2050,nice,06000-06100-06200-06300
2051,caille,6750
2052,chateauneuf grasse,6740
2053,seranon,6750
2054,saint martin vesubie,6450
2055,ilonse,6420
2056,castellar,6500
2057,luceram,6440
2058,lantosque,6450
2059,aiglun,6910
2060,daluis,6470
2061,saint jean cap ferrat,6230
2062,caussols,6460
2063,tende,6430
